Number of nodes: 15
Number of edges: 24
Number of CESs: 11
Number of events: 50
Number of uncovered edges: 0
Coverage: 100.0
Number of coverage	Edge
3	get balance, select deposit, enter deposit amount
7	select deposit, enter deposit amount, put money
3	enter deposit amount, put money, get balance
1	put money, get balance, select deposit
2	put money, get balance, select withdraw
3	get balance, select withdraw, enter withdraw amount
5	select withdraw, enter withdraw amount, take money
2	enter withdraw amount, take money, get balance
1	take money, get balance, select deposit
1	take money, get balance, select withdraw
0	Number of uncovered edges 
