Number of nodes: 13
Number of edges: 25
Number of CESs: 16
Number of events: 77
Number of uncovered edges: 0
Coverage: 100.0
Number of coverage	Edge
3	get balance, select deposit, enter deposit amount
1	get balance, select deposit, cancel deposit
9	select deposit, enter deposit amount, put money
5	enter deposit amount, put money, get balance
2	put money, get balance, select deposit
3	put money, get balance, select withdraw
3	get balance, select withdraw, enter withdraw amount
1	get balance, select withdraw, cancel withdraw
5	select withdraw, enter withdraw amount, take money
3	select withdraw, enter withdraw amount, confirm daily limit excess
2	enter withdraw amount, take money, get balance
1	take money, get balance, select deposit
1	take money, get balance, select withdraw
2	enter withdraw amount, confirm daily limit excess, cancel withdraw
2	enter withdraw amount, confirm daily limit excess, enter withdraw amount
1	confirm daily limit excess, enter withdraw amount, take money
1	confirm daily limit excess, enter withdraw amount, confirm daily limit excess
1	enter daily withdraw limit, enter daily withdraw limit, enter daily withdraw limit
0	Number of uncovered edges 
