Number of nodes: 14
Number of edges: 23
Number of CESs: 13
Number of events: 62
Number of uncovered edges: 0
Coverage: 100.0
Number of coverage	Edge
3	get balance, select deposit, enter deposit amount
1	get balance, select deposit, cancel deposit
9	select deposit, enter deposit amount, put money
5	enter deposit amount, put money, get balance
2	put money, get balance, select deposit
3	put money, get balance, select withdraw
3	get balance, select withdraw, enter withdraw amount
1	get balance, select withdraw, cancel withdraw
5	select withdraw, enter withdraw amount, take money
2	enter withdraw amount, take money, get balance
1	take money, get balance, select deposit
1	take money, get balance, select withdraw
0	Number of uncovered edges 
