Number of nodes: 10
Number of edges: 16
Number of CESs: 7
Number of events: 45
Number of uncovered edges: 0
Coverage: 100.0
Number of coverage	Edge
3	get balance, select deposit, enter deposit amount
8	select deposit, enter deposit amount, put money
4	enter deposit amount, put money, get balance
1	put money, get balance, select deposit
3	put money, get balance, select withdraw
3	get balance, select withdraw, enter withdraw amount
1	get balance, select withdraw, cancel withdraw
4	select withdraw, enter withdraw amount, take money
2	enter withdraw amount, take money, get balance
1	take money, get balance, select deposit
1	take money, get balance, select withdraw
0	Number of uncovered edges 
