Number of nodes: 19
Number of edges: 37
Number of CESs: 28
Number of events: 133
Number of uncovered edges: 0
Coverage: 100.0
Number of coverage	Edge
3	get balance, select deposit, enter deposit amount, put money
6	select deposit, enter deposit amount, put money, get balance
1	enter deposit amount, put money, get balance, select deposit
5	enter deposit amount, put money, get balance, select withdraw
1	put money, get balance, select deposit, enter deposit amount
4	put money, get balance, select withdraw, enter withdraw amount
1	put money, get balance, select withdraw, cancel withdraw
3	get balance, select withdraw, enter withdraw amount, take money
2	get balance, select withdraw, enter withdraw amount, confirm daily limit excess
3	select withdraw, enter withdraw amount, take money, get balance
1	select withdraw, enter withdraw amount, confirm daily limit excess, cancel withdraw
6	select withdraw, enter withdraw amount, confirm daily limit excess, enter withdraw amount
1	select withdraw, enter withdraw amount, confirm daily limit excess, confirm overdraft limit excess
1	enter withdraw amount, take money, get balance, select deposit
2	enter withdraw amount, take money, get balance, select withdraw
1	take money, get balance, select deposit, enter deposit amount
1	take money, get balance, select withdraw, enter withdraw amount
1	take money, get balance, select withdraw, cancel withdraw
1	request an interest rate, confirm interest rate approved, enter days left, get estimated interest for days left
3	enter withdraw amount, confirm daily limit excess, enter withdraw amount, take money
4	enter withdraw amount, confirm daily limit excess, enter withdraw amount, confirm daily limit excess
1	enter withdraw amount, confirm daily limit excess, confirm overdraft limit excess, cancel withdraw
1	confirm daily limit excess, enter withdraw amount, take money, get balance
1	confirm daily limit excess, enter withdraw amount, confirm daily limit excess, cancel withdraw
1	confirm daily limit excess, enter withdraw amount, confirm daily limit excess, enter withdraw amount
1	confirm daily limit excess, enter withdraw amount, confirm daily limit excess, confirm overdraft limit excess
1	enter daily withdraw limit, enter daily withdraw limit, enter daily withdraw limit, enter daily withdraw limit
1	enter overdraft limit, enter overdraft limit, enter overdraft limit, enter overdraft limit
0	Number of uncovered edges 
